user_id,item_name,raiting
76561198100811093,Killing Floor,1
manofuncle,Undertale,5
pippipcheeriommmbangersandmash,Aerena,1
Radar_CS,Mount & Blade: Warband,3
DatIndianGamer,Amnesia: A Machine for Pigs,1
radicalrainjunior,ARK: Survival Of The Fittest,1
radvilasv,Terraria,5
76561198054162412,Dying Light,3
76561198078840415,DayZ,5
76561198093768306,Hotline Miami 2: Wrong Number,1
KinGRaFiki,Starbound,5
76561198087459627,Emily is Away,5
ThePhoenixInside,Dark Souls: Prepare to Die Edition,2
Light_Dark,Super Crate Box,5
76561198049341924,Poker Night 2,1
76561198147922014,Robocraft,1
RAINZFOXX,Garry's Mod,4
RaiseEm,XCOM: Enemy Unknown,1
76561198051219614,PAYDAY 2,1
76561198037485673,Borderlands 2,5
76561198059818761,Assassin's Creed® III,3
76561198065984534,YOU DON'T KNOW JACK HEADRUSH,4
RanbowJankins,FINAL FANTASY VIII,5
jokerguy350,Scribblenauts Unlimited,1
RangaJesus,Garry's Mod,3
speddoman,Depression Quest,3
76561198091526444,South Park™: The Stick of Truth™,5
76561198167480162,Stronghold Kingdoms,4
Resistian,The Binding of Isaac: Rebirth,5
76561198042669510,Nail'd,1
FenIsLove,Killing Floor 2,3
76561198068496423,Fallout: New Vegas,5
76561198168795188,Warframe,1
76561198077110027,Depth,3
76561198107272363,The Elder Scrolls V: Skyrim,5
bazzatazza,"Sir, You Are Being Hunted",3
76561198059357757,State of Decay: Year-One,1
razormate1,Deus Ex: Game of the Year Edition,1
realreepz,Octodad: Dadliest Catch,3
Reaper_of_the_winds,Unturned,5
ReAvenger,Portal 2,1
Rebizle,Nidhogg,5
StuffsAndStuffs,Pretty Girls Mahjong Solitaire,1
awwwwwwwm8,Don't Starve Together,5
RedLizardHD,Survarium,1
76561198092306325,Counter-Strike: Global Offensive,5
76561197999483873,Rust,3
76561198069541689,Stardew Valley,1
76561198045852299,Subnautica,5
ThatTTMRGuy,Cry of Fear,1
HuEPositivo,Dungeonland,3
rekkler,Resident Evil 0 / biohazard 0 HD REMASTER,1
Feurum,Insanely Twisted Shadow Planet,1
76561198056984812,Pixel Piracy,5
76561198066536188,The Witcher 3: Wild Hunt,5
76561197960324928,The Way of Life Free Edition,5
renegade_sock,Lethal League,3
76561198051761603,Sniper Elite V2,3
12345678910a,Dishonored,5
76561198071338557,Starbound,5
76561198094359049,"Sir, You Are Being Hunted",5
Vrezerch,"Warhammer 40,000: Dawn of War – Soulstorm",5
76561198008068264,Industry Empire,1
iclickcircles,Broforce,5
Reyofthedark,HAWKEN,5
rezerno,The Binding of Isaac,5
76561198055365460,Creativerse,5
Rhuri_AGA,Half-Life 2,1
The_Toast_Man,APB Reloaded,5
whis123,Gone Home,4
rick100,Borderlands: The Pre-Sequel,5
76561198043884249,Don't Starve,1
Dead_Ninja00,Don't Starve,5
RickIAm,Warframe,5
76561198036784635,FINAL FANTASY XIV: A Realm Reborn,3
76561198063937445,Call of Duty: Black Ops III,3
Stormcaller,DayZ,3
DopeyDragonFTW,The Plan,5
76561197976922181,Torchlight II,3
76561198101945718,Worms Reloaded,5
FakerZz,Spec Ops: The Line,3
RiplashCSGO,HAWKEN,5
76561198083477261,Saints Row IV,1
Rique1200,America's Army: Proving Grounds,5
76561198059891232,ORION: Prelude,1
frodomybaggins,Hotline Miami,3
ritzyswordfish,Mount & Blade: Warband,5
Ra1sin,AXYOS,3
VashChi,Fallout 4,5
raquja,Magicmaker,5
lellol,Bad Rats,1
76561198043899269,Dead Island,1
76561198041858423,Assassin's Creed IV Black Flag,1
76561198064895526,Serious Sam 3: BFE,3
76561198058129737,H1Z1: Just Survive,3
76561198051065449,Penumbra: Black Plague,5
robustical,Portal 2,5
furyischubby,State of Anarchy,1
spicydoggomemes,Dragon Nest,5
76561198138022508,APB Reloaded,5
roflmaosPancakes,Path of Exile,3
76561198075166884,Kerbal Space Program,1
76561198017609172,Crypt of the NecroDancer,5
76561198089332194,ARK: Survival Evolved,2
76561198097402320,PAYDAY 2,1
romakin,Terraria,5
enticeprofile,Counter-Strike: Global Offensive,3
ronnocbarton,Stronghold Crusader 2,5
Ron__Ron,Counter-Strike: Global Offensive,1
shamez195,Unturned,3
Mangeria,Sakura Spirit,1
NotRoyston,PAYDAY 2,5
76561198080296500,Resident Evil 6 / Biohazard 6,1
Royal22,Robocraft,5
MACIEKOS,DARK SOULS™ II,1
neojaeger,Call of Duty: Ghosts,4
rtdavid,STAR WARS™: The Force Unleashed™ II,1
RhythePye,PlanetSide 2,1
no_blood,Terraria,1
Elfaruqi,Besiege,5
thelandshark,Valkyria Chronicles™,1
76561198038935216,Overlord,1
76561198077737381,Call of Duty: Modern Warfare 3,3
76561198071238400,Dead Bits,1
6435677448,Over the Dream,5
spanks169,Ace of Spades,5
76561198042691525,Red Orchestra: Ostfront 41-45,3
76561198094077205,Assassin's Creed IV Black Flag,5
76561197972516748,Saints Row IV,1
rusteh23,Bad Rats,5
iHasJelly,Sid Meier's Civilization V,5
Sevenna,Firewatch,5
nodday,Warframe,5
76561198149605252,Lost Saga North America,4
76561198091250895,Monaco,5
334756875,Fallout 4,5
76561198139439978,Moirai,5
76561197994640892,Edna & Harvey: Harvey's New Eyes,1
76561198134830941,Terraria,4
76561198088009683,Killing Floor Mod: Defence Alliance 2,2
76561198061832950,Dark Souls: Prepare to Die Edition,1
Ryukaiii,The Showdown Effect,5
76561198073837578,Realm of the Mad God,5
NTMYZ,Gotham City Impostors: Free To Play,5
76561198080848365,PAYDAY: The Heist,3
darkguyed001,True or False,5
76561198081604689,Tomb Raider,5
ll-poetry,Total War: SHOGUN 2,5
dutchcone,Takedown: Red Sabre,1
fac3bragAxenAdraswucAt5uhucHaCed,Unturned,5
DrWho,Kung Fury: Street Rage,1
Sacobite,War of the Roses,5
76561198063368177,Counter-Strike: Global Offensive,3
76561198068637775,DOOM,5
saewa,Deus Ex: Human Revolution - Director's Cut,5
76561198015158481,Counter-Strike: Global Offensive,5
JoshPlaysYT,Brothers - A Tale of Two Sons,1
76561198069616181,Way of the Samurai 4,1
XxSaiinT__,Napoleon: Total War,3
76561198047354266,Fallout 4,5
Buttole,Call of Duty: Black Ops III,2
SexyPotata,Space Engineers,5
disturbed_focus,Garry's Mod,5
76561198079550488,PAYDAY 2,1
2sneaky5u,FTL: Faster Than Light,5
76561198087717668,DOOM,5
SalmonToastie,Insurgency,1
76561198053671421,Killing Floor,3
pandainabag,Mafia II,5
76561198074843769,The Mighty Quest For Epic Loot,5
76561198042294034,Cry of Fear,5
58077979,Plague Inc: Evolved,1
sadLyf,8BitMMO,1
76561198041849606,Counter-Strike: Global Offensive,5
DontLinkMeUFuck,Tomb Raider,3
76561198057340904,Rocket League,1
Salus,Amnesia: The Dark Descent,5
76561198086647266,Party of Sin,1
Skepps1,Idle Civilization,5
sam_broomby,Counter-Strike: Global Offensive,3
Faceman_,ARK: Survival Evolved,1
samyol,Counter-Strike: Global Offensive,1
76561198069036644,The Plan,5
sandmeng,One More Dungeon,5
SammiichWillKickYourAss,Poker Night 2,5
SanDWG,Goat Simulator,3
nomoreanime,Planetary Annihilation,5
76561198069234556,Counter-Strike: Source,5
76561198119853060,Counter-Strike: Global Offensive,5
76561198081091469,Saints Row IV,3
76561198081092125,Spec Ops: The Line,3
BANIIIIIIIIK,War Thunder,5
76561198090493264,Counter-Strike: Global Offensive,3
76561198043943432,Fallout: New Vegas,3
kinsil,NEKOPARA Vol. 0,3
76561198089793989,Counter-Strike: Global Offensive,5
76561198077605147,Firewatch,4
Sarrby,The Stomping Land,5
lunakitty,Insaniquarium! Deluxe,5
FifthExclamation,Terraria,5
76561198053240343,Counter-Strike: Global Offensive,5
76561198064636400,Dark Souls: Prepare to Die Edition,1
squibblyboop,DayZ,5
somefode,Mount & Blade: Warband,3
76561198056006228,Killing Floor,3
satoshi-uram,Rust,5
76561198057056954,Pixel Piracy,1
TheCraftyYak,Max Gentlemen,5
savageshadow,Adventure Time: Finn and Jake Investigations,5
jessemono,The Elder Scrolls V: Skyrim,5
sazetal,Borderlands 2,5
nunkdamonk,Warframe,5
76561198040749643,X Rebirth,5
TheScareAndCrow,Dragon Nest,5
afroman2011,MapleStory,3
76561198041784529,Counter-Strike: Global Offensive,3
76561198067466249,Batman: Arkham City GOTY,5
NO555,Quantum Conundrum,5
76561198019568583,The Escapists,1
totueros,Counter-Strike: Global Offensive,3
76561198078003443,Garry's Mod,1
doubleh8,Chivalry: Medieval Warfare,3
76561198090934295,Project Zomboid,1
76561198050721825,Firewatch,5
76561198098285983,Dead Effect,1
empiregames,Rust,5
CheeseMachine3,Crusader Kings II,1
76561198158163159,Saints Row IV,1
76561197998915965,Dying Light,3
darkwolfy,Warframe,5
76561198021193389,Rust,3
underbelly90,ARK: Survival Evolved,5
Lord_Scubbs,Hotline Miami,5
cylink,Down To One,5
76561198080305599,Counter-Strike: Global Offensive,5
76561198040052824,Tactical Intervention,3
TheCrimsonRed,DayZ,5
seacrow,Rec Room,5
DatSmellyGuy,Kingdoms of Amalur: Reckoning™,1
76561198096765493,H1Z1: King of the Kill,5
Ringotuna,Rust,5
76561197970148466,Rust,5
76561198060550550,Left 4 Dead 2,5
raptorsea,XCOM: Enemy Unknown,3
sea_storm,Bad Rats,5
76561198062267901,Unturned,3
secretcodrin,XCOM: Enemy Unknown,5
SelSlamRUS,Counter-Strike: Source,5
76561198054566872,The Walking Dead: Season Two,5
koddles,Terraria,5
12066gdc,Tom Clancy's The Division,1
76561198093936183,The Forest,5
XTitanxzX,Battle Chess: Game of Kings™,5
76561198093465910,Left 4 Dead 2,5
76561198095261449,SMITE,5
SENTRYBALLSTIK,Loadout,4
Ocraze,Stranded Deep,1
76561198067072616,War Thunder,1
76561198030181298,Sniper Elite 3,3
76561198054518293,Portal,5
76561198014437840,"Warhammer® 40,000™: Dawn of War® II – Retribution™",1
jlulveior,FlatOut 2,3
76561198071689235,Infestation: Survivor Stories Classic,2
-SEVEN-,DayZ,5
PLTC,Warframe,5
76561198088748682,The Elder Scrolls V: Skyrim,1
76561198072751883,South Park™: The Stick of Truth™,3
SGT_Corrion,Crusader Kings II,5
76561198025402421,Timberman,5
76561197970980211,Rust,3
ShadowMercTheElite,Soldier Front 2,5
SEFIATTI,Stranded Deep,5
76561198031795967,Nuclear Throne,4
Shudow,Just Cause 2,5
76561198158100654,Garry's Mod,5
Retroatsteam,Kung Fu Strike: The Warrior's Rise,5
76561198058782320,Tales from the Borderlands,5
76561198090264587,Sid Meier's Civilization V,3
shadoworso,Half-Life 2,5
76561198071340853,Gish,5
Shadowsport,Warframe,3
76561198048080920,Super Hexagon,5
76561198063127887,Counter-Strike: Global Offensive,3
76561198063184169,Warhammer: End Times - Vermintide,5
maxibon9000,Call of Duty: Ghosts,1
76561197970561135,Stardew Valley,1
76561198067704936,Half-Life 2,5
76561198085105930,Unturned,5
QuackSauce195,Antichamber,5
tomsta,Heroes & Generals,5
76561198060887478,UberStrike,4
Hasam1,"Warhammer 40,000: Dawn of War – Soulstorm",5
76561198059679568,Rust,1
bignath3,Life Is Strange™,5
mshee,The Walking Dead: Michonne,5
ShevilleWarhand,Left 4 Dead 2,5
76561197964772156,Antichamber,3
ShiroEggo,Broforce,3
SeenBag,Borderlands 2,5
76561198069708131,AirMech,5
76561198076770532,Left 4 Dead 2,3
theshoopster,Unturned,5
Shooter_man83,Garry's Mod,5
ShotGunFaceLift1,Deus Ex: Human Revolution - Director's Cut,5
76561198068953573,theHunter,3
azwray,AirMech,5
Marshall_Br,Mount & Blade: Warband,5
76561198053619980,Legend of Grimrock 2,5
76561198100513560,The Talos Principle,5
76561198044865157,Fallout 4,1
trapy2016,Counter-Strike: Global Offensive,5
76561198102272170,Dead Pixels,1
TheSilentShadeNZ,Counter-Strike: Global Offensive,5
anca1ag0n,Left 4 Dead 2,1
76561198044128297,Unturned,3
76561198060369859,Unturned,1
dan_u_al,theHunter: Primal,5
76561198071041736,7 Days to Die,5
WOLFIEEEEEEEE,Portal,5
Socktoppet,Sid Meier's Civilization: Beyond Earth,5
76561198084959052,Free to Play,5
ggmud,Unturned,5
76561198039393712,Blender 2.77,5
76561198053730286,Factorio,5
flamingnx9,Unturned,1
jmatcott,Garry's Mod,5
cooky1997,FTL: Faster Than Light,5
76561198087279731,Galactic Civilizations II: Ultimate Edition,1
SirHolyCow,Borderlands 2,5
CITIZENOFYORK,XCOM: Enemy Unknown,3
76561198107917480,Knights of Pen and Paper +1,3
Green_Nimrod,ORION: Prelude,5
DarrielOni,Tomb Raider,5
odlore,Warframe,5
76561198071457723,Garry's Mod,1
Spagggggetttttti,Loadout,5
76561198054622453,PAYDAY: The Heist,5
3eBpA,ARK: Survival Evolved,4
76561198063818739,Viscera Cleanup Detail: Santa's Rampage,5
sirbobfree_james_leeroy_ii,GRAV,5
LouCanSirius,Marlow Briggs,1
SirMasterBaiter,Plague Inc: Evolved,3
76561198067942498,Life Is Strange™,5
76561198061846218,Left 4 Dead 2,3
Sir_Hazardous,Call of Duty: Modern Warfare 2,5
unLimitieDx,Middle-earth: Shadow of Mordor,5
76561197979796744,Risen 2 - Dark Waters,5
76561198061456944,No Time to Explain,1
76561198084636226,Rust,1
lordchevycat101,Counter-Strike: Global Offensive,3
meistersky,Dungeons & Dragons Online®,3
76561198102667143,Archeblade,2
fluxxenik,Starbound,1
76561198015411069,Killing Floor: Uncovered,3
76561198091309741,Portal 2,3
76561198067466605,Loadout,5
urahomo,FTL: Faster Than Light,5
lagachplays,Shelter,5
linuxslacker,Left 4 Dead 2,3
76561198075034526,DayZ,1
shadowassassin17,Garry's Mod,5
bgsk8282,Space Engineers,1
Asensfinakullar,Surgeon Simulator,5
76561198084163024,Prison Architect,5
76561198072940682,DARK SOULS III,1
SlidzorJ,Prison Architect,1
slimeguy361,Mount & Blade: Warband,5
SlipsSteam,The Witcher 2: Assassins of Kings Enhanced Edition,5
SlipperyPiggy,Euro Truck Simulator 2,5
coreyr92,Kerbal Space Program,5
76561198071744049,Sophie's Curse,5
hillcamper,Fallout 4,5
76561198044965044,Counter-Strike: Global Offensive,3
zp3413,Counter-Strike: Global Offensive,5
SlurpDog,Mount & Blade: Warband,5
76561198020061745,Super Hexagon,5
76561198089439191,DayZ,5
smunktait,Kerbal Space Program,5
76561198100193773,Warframe,5
s0ggy,Sid Meier's Civilization V,3
Stick509,Rocket League,5
76561198036168976,America's Army: Proving Grounds,5
317733235,Borderlands 2,5
76561198044810588,DOOM,1
Imposs1bru,Amnesia: A Machine for Pigs,5
smith1912,Sonic & All-Stars Racing Transformed,5
76561198085240724,Left 4 Dead 2,3
76561198083609031,Risk of Rain,5
Giovannizzo,Need for Speed: SHIFT,5
CallTheKiller111,Goat Simulator,3
Smoobss,Rocket League,3
76561198067494712,Undertale,5
76561198094073056,BeamNG.drive,1
RubUrMeat,Path of Exile,5
smuji-chan,Dying Light,5
R-O-L-A-N-D,Carmageddon: Reincarnation,3
76561198082963778,Killing Floor,5
b0ing,Left 4 Dead 2,5
TheOnlySnake,South Park™: The Stick of Truth™,5
76561198094245250,Clicker Heroes,3
76561198084063741,How to Survive 2,5
Sneakyyyy,BattleBlock Theater,3
GetSnitchedOn,Saints Row 2,5
76561198089300394,LEGO® Worlds,1
76561198079742288,Frozen Synapse,5
76561198078883335,Borderlands 2,5
76561198097742192,Borderlands 2,3
SnowyGnar,The Elder Scrolls V: Skyrim,5
76561198102034206,Chaos Reborn,5
76561198149068328,Tom Clancy's Rainbow Six Siege,5
76561198069266487,The Binding of Isaac,5
76561198057592145,Deadlight,1
76561197976763710,Grand Theft Auto IV,5
SodaLicious,Ampersand,3
76561198104830424,War Thunder,5
Sokiwi,Besiege,1
76561198100507019,Borderlands 2,3
islam_hemel,Grand Theft Auto IV,5
76561198097909936,Saints Row: The Third,3
76561198095748015,Call of Duty: Black Ops III,2
cheangkangwen,Trove,5
76561198062489285,Counter-Strike: Global Offensive,3
76561198071108830,No Man's Sky,1
76561198082096463,Call of Duty: World at War,1
rtd98,H1Z1: Just Survive,3
76561198068765906,Arma 3,5
SoTotallyPro,The Legend of Korra™,5
soulsphere33,Borderlands,5
76561198187035053,Skullgirls,1
10197226,Just Cause 2,5
76561198080561680,Pixel Piracy,1
76561198141851819,Heroes & Generals,5
soveriegn5574,Borderlands,3
76561198031290502,Life Is Strange™,1
Brewl,Counter-Strike: Global Offensive,3
76561198062853201,War Thunder,3
76561198045061169,Boundel,1
DakaraDrkCry,Garry's Mod,5
76561198069827794,Tomb Raider,3
76561198065220915,Iron Snout,3
spanduke,Starbound,5
spankwankable,Infestation: Survivor Stories Classic,2
76561198115952538,The NADI Project,5
76561198163699832,FINAL FANTASY XIII-2,5
76561198057462487,Terraria,5
voadoo,Robocraft,5
Sparon,PAYDAY 2,2
76561198057932055,Rogue Legacy,5
SpatialWheel14,Saints Row IV,2
spect7591,Garry's Mod,3
saltymines,Saints Row: The Third,3
76561197960788238,Garry's Mod,5
76561198031966223,METAL GEAR SOLID V: THE PHANTOM PAIN,5
WasSphinx,Watch_Dogs,5
FaydOfficial,Evolve Stage 2,4
SpicyPepperOfficial,Far Cry® 3,3
76561198068130802,The Walking Dead: Season Two,1
Spinafex87,Dirty Bomb,5
76561198066255046,Metro 2033 Redux,5
76561198064563804,LISA,5
Spoodzz,Garry's Mod,3
BlackSp00n,Half-Life 2: Episode One,5
soapyshenen,The Expendabros,5
spooksies,DARK SOULS III,5
UnoticedShadow,ARK: Survival Evolved,5
JoelFitzpatrick,Depth,5
76561198067088650,Terraria,3
pyrulito,Don't Starve Together,5
SporkDesigns,Peggle Deluxe,5
littlelionman16,Pool Nation,2
ozjake54,Far Cry® 3 Blood Dragon,1
76561197966590415,DOOM,3
aethelbert0,DARK,4
bobinaaaaa,GOD EATER 2 Rage Burst,5
76561198050689528,Infestation: Survivor Stories Classic,3
76561198011518463,No Man's Sky,1
PskiDarkness,Europa Universalis IV,1
squiddude,Card Hunter,5
76561198087184037,Fistful of Frags,3
76561198074635811,Interstellar Marines,3
76561198070682001,Batman™: Arkham Origins,5
76561198089899736,You Are Not The Hero,5
76561198088881478,Divinity: Original Sin (Classic),5
llxUnknownxll,Only If,5
76561198045391389,Heroes & Generals,5
76561198009043396,Dragon Age: Origins - Ultimate Edition,5
76561198109654503,Garry's Mod,5
Stalker669,Saints Row IV,1
76561198097932115,Tropico 4,1
Malediction,Space Engineers,5
coppelionrizumu,Archeblade,5
Shoottj,The Talos Principle,5
starrynights,Left 4 Dead 2,5
76561198024555488,Antichamber,5
Stazza19,Call of Duty: Black Ops II,5
M1LkyW4y,Counter-Strike: Global Offensive,5
76561198059902957,"Warhammer 40,000: Dawn of War - Game of the Year Edition",5
76561198062412699,Saints Row: The Third,1
stefchygamer,The Wolf Among Us,1
76561198068667696,Dishonored,5
jamman54321,Borderlands 2,5
RaZorBaCk,Loadout,5
steviescoop,Unturned,3
129874182,Defiance,3
theOGston3,Broforce,5
TSGStosh,Demonicon,5
IDKazuto,Counter-Strike: Global Offensive,3
76561198084234757,APB Reloaded,1
StrayDog8797,Sid Meier's Civilization V,5
76561198051717662,Fallout: New Vegas,3
Striker146,Heroes & Generals,1
OzFurStrom,Thirty Flights of Loving,5
76561198053182488,Dying Light,5
76561198032262029,Battle Nations,5
76561198093360882,Left 4 Dead 2,1
Styliishgaming,AirBuccaneers,5
PedroAssaf,The Lab,5
phokin,Counter-Strike: Source,5
76561198055868553,Rebel Galaxy,5
zomgCoBfAce,Counter-Strike: Global Offensive,5
Jack_of_all_Trades,Bionic Dues,5
SuddenNight,Rust,1
76561197988318026,Mount & Blade: Warband,5
76561198062686627,Trove,3
shround,Who's Your Daddy,3
fleshwounda,Unturned,1
boomkakalaka,Starbound,5
BeesYT,Total War: ROME II - Emperor Edition,1
76561198043626578,Surgeon Simulator,5
BhagPac,Call of Duty: Black Ops III,4
MrMeDisaster,Turbo Pug,5
SummersHarvest,Garry's Mod,5
SummertimeFeels,Hotline Miami,3
anonymousclub,Unturned,5
76561198098500523,The Elder Scrolls IV: Oblivion ,1
76561198022808464,Garry's Mod,5
suna,Brothers - A Tale of Two Sons,5
SupahYoshiX,Risk of Rain,5
76561198084529804,AdVenture Capitalist,1
SFort,Life Is Strange™,1
76561198030079998,PlanetSide 2,5
WoonaShark,The Stanley Parable,5
SuperScore,Rust,5
iAmToxic,DYNASTY WARRIORS 8: Xtreme Legends Complete Edition,2
Nope2315,Terraria,5
surefiremooly,Trove,3
76561198082131492,Rust,1
76561198036542582,PAYDAY 2,5
76561198030972339,Stop Online - Battle of Words,1
WalterDesigns,Just Cause 3,5
SweetSugar,Heroes & Generals,3
76561198056474589,Realm of the Mad God,5
Poohtis,Counter-Strike: Global Offensive,5
76561198075707246,Terraria,5
76561198054189921,Unturned,1
issynonymousthesame,Chivalry: Medieval Warfare,3
syntheticflyingfox,Arma 3,5
percyman99,Rust,5
DylanOgle2,BioShock Infinite,1
76561198089621910,Garry's Mod,1
llezha,HITMAN™,5
T1TanZ,Total War: ROME II - Emperor Edition,5
t25tunes,Dinosaur Hunt,5
76561198060236453,Counter-Strike: Global Offensive,3
76561198036513236,DayZ,5
Taariqamozilla,Project Zomboid,5
76561198049012235,No More Room in Hell,5
76561198064795279,Undertale,1
hetblyatcyka,Garry's Mod,5
PENGAmurungu,Terraria,5
76561198073828677,Assassin's Creed® III,5
76561198066554218,Rise of Flight United,5
HolaDavesta,Magicka: Wizard Wars,3
TandyTandon,Just Cause 2,5
DeEggMeister,Guns of Icarus Online,1
St3863,Oddworld: Abe's Exoddus,5
taptaptappy86,DayZ,5
extremeprejudice,Evolve Stage 2,5
76561198053716599,Chivalry: Medieval Warfare,4
76561198087312804,Sid Meier's Civilization V,5
ChrisEWOI,Counter-Strike: Global Offensive,5
kao94,oO,3
Tchecs,Torchlight II,5
76561198033882565,Gone Home,1
hauntedblast,Borderlands 2,3
ted1755,Evolve Stage 2,1
slowyt,Audiosurf,4
76561198094933232,SMITE,1
76561198009389816,Depth,5
76561197994196557,ORION: Prelude,5
TeeJayPow,HAWKEN,5
76561198080243582,Middle-earth: Shadow of Mordor,1
lightbulbthewatt,Borderlands: The Pre-Sequel,5
76561198012798475,Warframe,5
TekkitCast,Life Is Strange™,5
76561198071134347,Portal 2,5
telekinesticman,Rocket League,5
76561198064939999,Planetary Annihilation,1
BigLIsaGod,ARK: Survival Evolved,1
76561198050680379,Rust,5
templar_1337,Thinking with Time Machine,5
temporolgaming,theHunter,1
thepandabearnz1234,Viscera Cleanup Detail: Santa's Rampage,1
76561198066226905,Life Is Strange™,1
Gotemlostinme,War Thunder,5
Ridilerpwn,FTL: Faster Than Light,5
76561198036352207,Thinking with Time Machine,5
76561198001160024,Counter-Strike: Global Offensive,2
76561198088129281,Only If,5
9004173,Rocket League,5
BananaEagle,Super Hexagon,5
IkarosSenpai,Borderlands 2,5
76561198093273236,Teeworlds,3
76561198066825899,The Elder Scrolls V: Skyrim,3
ahahahahbanter,The Culling,5
thebojios,404Sight,5
76561198125059790,Space Engineers,5
76561198035554079,The Walking Dead: Season Two,5
76561198061611219,Mount & Blade: Warband,1
76561197992498182,AI War: Fleet Command,5
Dr-Medic,Life Is Strange™,5
76561198041624506,Call of Duty: Ghosts,5
76561198063645161,Team Fortress Classic,1
Greyninja737,Rocket League,1
76561198013255974,Hearts of Iron III,3
76561197992152968,Super Hexagon,1
76561198083948240,GunZ 2: The Second Duel,3
The_Aviating_Butler,Lambda Wars Beta,5
76561198054457614,Mad Max,4
De-AK,Assetto Corsa,5
kjeffrey,Villagers and Heroes,1
76561198039395862,Medal of Honor(TM) Single Player,3
1212343456567878909,Thomas Was Alone,1
76561198058746308,MURDERED: SOUL SUSPECT™,1
76561198094194624,Saints Row IV,5
THE_DQ,Battle Nations,5
hazza_47,Scribblenauts Unlimited,5
TheElmoDrop,Robocraft,1
76561198055784664,Spy Chameleon - RGB Agent,5
SpudLord,Killing Floor,5
SICKMAN1234,Realm of the Mad God,5
58254410,PAYDAY 2,5
76561198104084938,Golf With Your Friends,5
76561198080889573,Besiege,5
jakCody,Robocraft,5
terrainer,Left 4 Dead 2,5
chickenfish4,Garry's Mod,5
sgtd,Blacklight: Retribution,1
grumpywalrus,PAYDAY 2,2
76561198045183675,Spiral Knights,5
DarkAKatarina,BioShock Infinite,5
Chessefoot,Super Meat Boy,5
aussiepommy,Batman™: Arkham Knight,5
srslym8,This Is the Police,5
76561198071430243,Counter-Strike: Global Offensive,5
76561198065238937,Trainz: A New Era,4
76561198078524205,Kung Fury,3
76561198046914151,Counter-Strike: Global Offensive,1
76561198084126030,Blood Bowl: Legendary Edition,1
TheMightyZingy,HuniePop,3
76561198067026617,Batman™: Arkham Origins,5
76561198093711678,Naval Warfare,5
76561198094831229,Rocksmith 2014,4
to-your-left,Out There Somewhere,5
ThePieWasAnInsideJob,Pony Island,1
76561198098579167,Arma 3,3
76561198069122227,Space Engineers,1
1956aa1,Fallout: New Vegas,4
76561198084441162,The Stanley Parable,5
76561198095363586,Tower of Guns,5
the_probster,APB Reloaded,1
Skwoad,Assassin's Creed Revelations,4
76561198058220261,Hand of Fate,5
BladedTaco,H1Z1: Just Survive,4
_spathis_,Block N Load,1
76561198079366874,FTL: Faster Than Light,5
76561198104784054,A Virus Named TOM,1
The_Wiz4rd,Unturned,1
76561198084648996,PAYDAY 2,1
jjiioopp,Unturned,5
76561198087829868,eden*,5
76561198068101439,Super Monday Night Combat,1
76561198278508095,Audiosurf,3
76561198080713595,Beat Hazard,1
76561198066675343,Dust: An Elysian Tail,5
76561198083998245,Rust,3
76561198045993916,DOOM,3
TheFazza,Saints Row IV,5
abutlin,Tomb Raider,1
TMW_Wolf,Killing Floor,5
star2dog,Left 4 Dead 2,3
76561198081966701,Far Cry® 3,3
76561198037250164,Undertale,5
thepersonfromfarbeyond,Heroes & Generals,1
76561198123532727,From Dust,1
76561198072970006,Counter-Strike: Global Offensive,3
themrbrain,Life Is Strange™,5
76561198038001878,Max Payne 3,3
2479742,FarSky,3
76561198070239672,Survival: Postapocalypse Now,5
7656119804075445,Just Cause 3,3
MwahHahHa,Mark of the Ninja,5
TheRedArrowGaming,Resident Evil 6 / Biohazard 6,3
TheRedColonel,Unturned,3
thern555,Garry's Mod,5
76561198037048343,PlanetSide 2,5
leweeeeeeee,Fallout 4,5
TheShadowCobra,Aperture Tag: The Paint Gun Testing Initiative,5
76561198095224013,Counter-Strike: Global Offensive,3
totgod,The Walking Dead,5
thetourist,H1Z1: Just Survive,5
TheWarpyro,DLC Quest,5
76561198060618380,Draw a Stickman: EPIC,3
ThePurpleGibusMan,Dirty Bomb,5
tomtuker,Clicker Heroes,1
TheYiyant,Grand Theft Auto IV,5
76561197968167449,Heroes & Generals,5
76561198066011588,Portal,5
76561198045180163,No More Room in Hell,1
76561198070188921,Counter-Strike: Global Offensive,5
76561198126137619,No More Room in Hell,5
76561198067232559,Jack Keane,5
Treecko56,Tree of Savior (English Ver.),5
76561198051092954,HAWKEN,5
76561198041125681,STAR WARS™: Knights of the Old Republic™,5
MicrowavedTurtle,Arma: Cold War Assault,5
76561198094111845,Gone Home,5
UnbearableCat,Pro Cycling Manager 2014,1
76561198063084649,Borderlands 2,1
fellipeduca,Max Gentlemen,3
76561198141682446,Killing Floor,5
76561198062597659,Rocket League,3
76561198066578038,Borderlands 2,5
Bielthesensei,Arma: Cold War Assault,2
WS2133,Torchlight II,2
76561198072508964,Tony Hawk's Pro Skater HD,1
76561198081195567,Hammerwatch,5
76561198040968420,Sid Meier's Civilization V,5
Tinathin,Magicka,1
76561198047875000,Rust,1
tinkybellguy,Left 4 Dead 2,3
76561197963085108,Counter-Strike: Global Offensive,5
TINYRICKMOTHERFUCKERS,Amnesia: The Dark Descent,3
